"Data file recorded 2026/5/21  21:35:15"
" time  hx711, qdec3, qdec5, p_0, p_1, p_2, p_3, p_4, p_5, p_6, p_7"
   10.4295,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
 # parse_cmd FOO unrecognized
 # parse_cmd AIT unrecognized
 # PRNWAIT changed from 5000 to 100 ms 
   15.4293,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   15.5333,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   15.6293,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   15.7333,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   15.8334,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   15.9286,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   16.0362,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   16.1322,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   16.2367,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   16.3327,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   16.4367,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   16.5327,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   16.6373,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   16.7333,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   16.8373,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   16.9333,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   17.0379,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   17.1339,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   17.2379,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   17.3339,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   17.4383,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   17.5423,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   17.6383,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   17.7423,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   17.8389,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   17.9429,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   18.0389,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   18.1429,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   18.2393,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   18.3433,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   18.4393,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   18.5433,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   18.6399,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   18.7439,        0,     0,     1,   17,    17,    17,    18,    17,    17,    17,    17
   18.8399,        0,     0,     1,   17,    17,    17,    18,    17,    17,    17,    17
   18.9439,        0,     0,     1,   17,    17,    17,    17,    17,    17,    17,    17
   19.0405,        0,     0,     1,   17,    17,    17,    18,    17,    17,    17,    17
   19.1445,        0,     0,     1,   17,    17,    17,    18,    17,    17,    17,    17
   19.2485,        0,     0,     1,   17,    17,    17,    18,    17,    17,    17,    17
   19.3445,        0,     0,     1,   17,    17,    17,    18,    17,    17,    17,    17
   19.4491,        0,     0,     1,   17,    17,    17,    18,    17,    17,    17,    17
   19.5451,        0,     0,     1,   17,    17,    17,    18,    17,    17,    17,    17
   19.6491,        0,     0,     1,   17,    17,    17,    18,    17,    17,    17,    17
   19.7451,        0,     0,     1,   17,    17,    17,    18,    17,    17,    17,    17
   19.8497,        0,     0,     1,   17,    17,    17,    18,    17,    17,    17,    17
   19.9457,        0,     0,     1,   17,    17,    17,    18,    17,    17,    18,    17
   20.0497,        0,     0,     1,   17,    17,    17,    18,    17,    17,    17,    17
   20.1457,        0,     0,     1,   17,    17,    17,    18,    17,    17,    17,    18
   20.2503,        0,     0,     1,   17,    17,    17,    18,    17,    17,    18,    18
   20.3463,        0,     0,     1,   17,    17,    17,    18,    17,    17,    18,    18
   20.4503,        0,     0,     1,   17,    17,    17,    18,    17,    18,    18,    18
   20.5463,        0,     0,     1,   17,    18,    17,    18,    17,    18,    18,    18
   20.6509,        0,     0,     1,   17,    17,    17,    18,    17,    18,    18,    18
   20.7469,        0,     0,     1,   17,    18,    17,    18,    17,    17,    18,    18
   20.8509,        0,     0,     1,   17,    17,    17,    18,    17,    18,    18,    18
   20.9469,        0,     0,     1,   17,    18,    17,    18,    17,    18,    18,    18
   21.0515,        0,     0,     1,   17,    18,    17,    18,    17,    18,    18,    18
   21.1475,        0,     0,     1,   17,    18,    18,    18,    17,    18,    18,    18
   21.2595,        0,     0,     1,   18,    18,    18,    18,    17,    18,    18,    18
   21.3555,        0,     0,     1,   18,    18,    18,    18,    18,    18,    18,    18
   21.4601,        0,     0,     1,   18,    18,    18,    18,    17,    18,    18,    18
   21.5561,        0,     0,     1,   18,    18,    18,    18,    18,    18,    18,    18
   21.6601,        0,     0,     1,   18,    18,    18,    18,    18,    18,    18,    18
   21.7561,        0,     0,     1,   18,    18,    18,    18,    18,    18,    18,    18
   21.8607,        0,     0,     1,   18,    18,    18,    18,    18,    18,    18,    18
   21.9567,        0,     0,     1,   18,    18,    18,    18,    18,    18,    18,    18
   22.0607,        0,     0,     1,   18,    18,    18,    18,    18,    18,    18,    18
   22.1567,        0,     0,     1,   18,    18,    18,    18,    18,    18,    18,    18
   22.2613,        0,     0,     1,   18,    18,    18,    18,    18,    18,    18,    18
   22.3573,        0,     0,     1,   18,    18,    18,    18,    18,    18,    18,    18
